trial_id,scene_id,scene_family,method,instruction_type,instruction_text,candidate_count,asked,question_count,latency,target_correct,failure_category
128,scene_003,cup_only,random_candidate,ambiguous,Pick up my cup.,6,False,0,7.752831,False,wrong
129,scene_003,cup_only,random_candidate,ambiguous,Pick up my cup.,6,False,0,6.779366,False,ambiguity_not_solved
130,scene_003,cup_only,random_candidate,ambiguous,Pick up my cup.,6,False,0,3.162726,False,ambiguity_not_solved
131,scene_003,cup_only,random_candidate,partial,Pick up center cup.,1,False,0,3.378711,True,none
132,scene_003,cup_only,random_candidate,partial,Pick up plastic cup.,1,False,0,8.436582,False,gd_missing_target_candidate
133,scene_003,cup_only,random_candidate,clear,Pick up metal cup.,1,False,0,3.876125,True,none
134,scene_003,cup_only,random_candidate,partial,Pick up orange cup.,1,False,0,4.634008,True,none
135,scene_003,cup_only,vlm_direct,clear,Pick up most right cup.,1,False,0,3.312626,True,none
136,scene_003,cup_only,vlm_direct,clear,Pick up green cup.,1,False,0,3.230817,True,none
137,scene_003,cup_only,vlm_direct,clear,Pick up metal cup.,1,False,0,5.612354,True,none
138,scene_003,cup_only,vlm_direct,clear,Pick up the red cup.,1,False,0,13.626211,False,wrong
139,scene_003,cup_only,vlm_direct,clear,Pick up the center cup.,1,False,0,3.141098,True,none
140,scene_003,cup_only,vlm_direct,clear,Pick up small red cup.,1,False,0,6.98331,True,none
141,scene_003,cup_only,vlm_direct,ambiguous,Pick up my cup.,6,False,0,63.039341,False,ambiguity_not_solved
142,scene_003,cup_only,vlm_direct,ambiguous,Pick up my cup.,6,False,0,76.240851,False,ambiguity_not_solved
143,scene_003,cup_only,first_question,clear,Pick up small red cup.,1,False,0,4.672301,True,none
144,scene_003,cup_only,first_question,clear,Pick up metal cup.,1,False,0,3.284054,True,none
145,scene_003,cup_only,first_question,partial,Pick up the left cup.,6,True,2,97.571024,True,none
146,scene_003,cup_only,first_question,partial,Pick up the red cup.,1,False,0,5.327589,True,none
147,scene_003,cup_only,first_question,partial,Pick up the plastic cup.,1,False,0,9.596575,False,gd_missing_target_candidate
148,scene_003,cup_only,first_question,ambiguous,Pick up my cup.,6,True,4,247.139147,True,none
149,scene_003,cup_only,first_question,ambiguous,Pick up my cup.,6,True,1,82.755538,True,none
150,scene_003,cup_only,first_question,ambiguous,Pick up my cup.,6,True,3,237.105303,True,none
151,scene_003,cup_only,random_question,clear,Pick up green cup.,1,False,0,2.827022,True,none
152,scene_003,cup_only,random_question,clear,Pick up metal cup.,1,False,0,2.956875,True,none
153,scene_003,cup_only,random_question,clear,Pick up red cup.,1,False,0,5.772357,True,none
154,scene_003,cup_only,random_question,partial,Pick up right cup.,6,True,3,199.436825,True,none
155,scene_003,cup_only,random_question,partial,Pick up plastic cup.,1,False,0,61.254825,True,none
156,scene_003,cup_only,random_question,ambiguous,Pick up my cup.,6,True,4,358.316263,True,none
157,scene_003,cup_only,random_question,ambiguous,Pick up my cup.,6,True,3,155.227285,True,none
158,scene_003,cup_only,random_question,ambiguous,Pick up my cup.,6,True,4,301.078929,True,none
159,scene_003,cup_only,vlm_best_question,ambiguous,Pick up my cup.,6,True,3,191.997023,True,none
160,scene_003,cup_only,vlm_best_question,ambiguous,Pick up my cup.,6,True,3,180.347603,True,none
161,scene_003,cup_only,vlm_best_question,ambiguous,Pick up my cup.,6,True,1,69.399564,True,none
162,scene_003,cup_only,vlm_best_question,clear,Pick up green cup.,1,False,0,3.251172,True,none
163,scene_003,cup_only,vlm_best_question,clear,Pick up small red cup.,1,False,0,3.794307,True,none
164,scene_003,cup_only,vlm_best_question,partial,Pick up center cup.,1,False,0,2.848645,True,none
165,scene_003,cup_only,vlm_best_question,partial,Pick up left cup.,6,False,0,154.088593,True,none
166,scene_003,cup_only,proposed_efe,partial,Pick up the left cup.,6,True,2,166.224665,True,none
167,scene_003,cup_only,proposed_efe,partial,Pick up the right cup.,6,True,3,295.807719,True,none
168,scene_003,cup_only,proposed_efe,partial,Pick up the center cup.,1,False,0,2.643423,True,none
169,scene_003,cup_only,proposed_efe,partial,Pick up the orange cup.,1,False,0,3.660134,True,none
170,scene_003,cup_only,proposed_efe,partial,Pick up the metal cup.,1,False,0,5.727169,True,none
171,scene_003,cup_only,proposed_efe,partial,Pick up the small red cup.,1,False,0,8.844692,True,none
172,scene_003,cup_only,proposed_efe,ambiguous,Pick up my cup.,6,True,2,173.980524,True,none
173,scene_003,cup_only,proposed_efe,ambiguous,Pick up my cup.,6,True,2,166.521505,True,none
174,scene_003,cup_only,proposed_efe,ambiguous,Pick up my cup.,6,True,2,212.887559,True,none
175,scene_004,cup_only,top_score,clear,Pick up the yellow cup.,1,False,0,23.043691,True,none
176,scene_004,cup_only,top_score,clear,Pick up the left most cup.,6,False,0,4.690238,False,gd_label_error
177,scene_004,cup_only,top_score,clear,Pick up the orange cup.,1,False,0,5.622058,True,none
178,scene_004,cup_only,top_score,partial,Pick up the blue cup.,1,False,0,6.838116,False,gd_missing_target_candidate
179,scene_004,cup_only,top_score,partial,Pick up the center cup.,1,False,0,7.784766,True,none
180,scene_004,cup_only,top_score,partial,Pick up the left cup.,6,False,0,9.0057,False,ambiguity_not_solved
181,scene_004,cup_only,top_score,ambiguous,Pick up my cup.,6,False,0,5.16916,False,ambiguity_not_solved
182,scene_004,cup_only,top_score,ambiguous,Pick up my cup.,6,False,0,3.407107,False,ambiguity_not_solved
183,scene_004,cup_only,top_score,ambiguous,Pick up my cup.,6,False,0,1.893994,False,ambiguity_not_solved
184,scene_004,cup_only,random_candidate,ambiguous,Pick up my cup.,6,False,0,5.7402,True,none
185,scene_004,cup_only,random_candidate,ambiguous,Pick up my cup.,6,False,0,7.984802,False,ambiguity_not_solved
186,scene_004,cup_only,random_candidate,ambiguous,Pick up my cup.,6,False,0,5.205658,False,ambiguity_not_solved
187,scene_004,cup_only,random_candidate,clear,Pick up the green cup.,1,False,0,2.814369,True,none
188,scene_004,cup_only,random_candidate,clear,Pick up the red cup.,1,False,0,2.966231,True,none
189,scene_004,cup_only,random_candidate,clear,Pick up the left blue cup.,6,False,0,7.346907,True,none
190,scene_004,cup_only,proposed_efe,clear,Pick up the left blue cup.,1,False,0,4.01744,True,none
191,scene_004,cup_only,random_candidate,clear,Pick up the left blue cup.,1,False,0,2.788029,True,none
192,scene_004,cup_only,vlm_direct,clear,Pick up the left blue cup.,1,False,0,3.063957,True,none
193,scene_004,cup_only,vlm_direct,clear,Pick up the green cup.,1,False,0,4.259048,True,none
194,scene_004,cup_only,vlm_direct,partial,Pick up the center cup.,1,False,0,4.06868,True,none
195,scene_004,cup_only,vlm_direct,partial,Pick up the blue cup.,1,False,0,3.429856,False,gd_missing_target_candidate
196,scene_004,cup_only,vlm_direct,partial,Pick up the right cup.,1,False,0,6.878874,False,gd_missing_target_candidate
197,scene_004,cup_only,vlm_direct,ambiguous,Pick up my cup.,6,False,0,47.13067,False,ambiguity_not_solved
198,scene_004,cup_only,vlm_direct,ambiguous,Pick up my cup.,6,False,0,66.383851,True,none
199,scene_004,cup_only,vlm_direct,ambiguous,Pick up my cup.,6,False,0,56.644291,False,ambiguity_not_solved
200,scene_004,cup_only,first_question,ambiguous,Pick up my cup.,6,True,4,291.89188,True,none
201,scene_004,cup_only,first_question,ambiguous,Pick up my cup.,6,True,4,179.69029,True,none
202,scene_004,cup_only,first_question,clear,Pick up green cup.,1,False,0,2.048777,True,none
203,scene_004,cup_only,first_question,clear,Pick up left blue cup.,1,False,0,7.946814,True,none
204,scene_004,cup_only,first_question,clear,Pick up left most cup.,1,False,0,3.503547,True,none
205,scene_004,cup_only,first_question,partial,Pick up right most cup.,1,False,0,7.571804,True,none
206,scene_004,cup_only,first_question,partial,Pick up right most blue cup.,1,False,0,5.426207,True,none
207,scene_004,cup_only,first_question,partial,Pick up second right cup.,1,False,0,12.20725,True,none
208,scene_004,cup_only,first_question,partial,Pick up the center cup.,1,False,0,2.759343,True,none
209,scene_004,cup_only,random_question,partial,Pick up the center cup.,1,False,0,2.089413,True,none
210,scene_004,cup_only,random_question,partial,Pick up the right cup.,1,False,0,2.552319,True,none
211,scene_004,cup_only,random_question,partial,Pick up the most right cup.,1,False,0,3.603159,True,none
212,scene_004,cup_only,random_question,clear,Pick up the left blue cup.,1,False,0,2.821307,True,none
213,scene_004,cup_only,random_question,clear,Pick up the red cup.,1,False,0,2.768351,True,none
214,scene_004,cup_only,random_question,ambiguous,Pick up my cup.,6,True,1,64.536902,True,none
215,scene_004,cup_only,random_question,ambiguous,Pick up my cup.,6,True,3,149.497427,True,none
216,scene_004,cup_only,random_question,ambiguous,Pick up my cup.,6,True,4,278.788142,True,none
217,scene_004,cup_only,vlm_best_question,ambiguous,Pick up my cup.,6,True,4,254.987654,True,none
218,scene_004,cup_only,vlm_best_question,ambiguous,Pick up my cup.,6,True,4,211.589522,True,none
219,scene_004,cup_only,vlm_best_question,ambiguous,Pick up my cup.,6,True,3,172.940541,True,none
220,scene_004,cup_only,vlm_best_question,partial,Pick up green cup.,1,False,0,2.734168,True,none
221,scene_004,cup_only,vlm_best_question,partial,Pick up left blue cup.,1,False,0,2.250685,True,none
222,scene_004,cup_only,vlm_best_question,partial,Pick up left most cup.,1,False,0,31.253783,True,none
223,scene_004,cup_only,vlm_best_question,partial,Pick up right most cup.,1,False,0,10.572846,True,none
224,scene_004,cup_only,vlm_best_question,partial,Pick up left cup.,1,False,0,2.37941,True,none
225,scene_004,cup_only,proposed_efe,partial,Pick up left cup.,1,False,0,1.664516,True,none
226,scene_004,cup_only,proposed_efe,partial,Pick up most right cup.,1,False,0,4.009392,True,none
227,scene_004,cup_only,proposed_efe,partial,Pick up right cup.,1,False,0,3.7974,True,none
228,scene_004,cup_only,proposed_efe,clear,Pick up yellow cup.,1,False,0,6.281416,True,none
229,scene_004,cup_only,proposed_efe,clear,Pick up left most cup.,1,False,0,2.597816,True,none
230,scene_004,cup_only,proposed_efe,ambiguous,Pick up my cup.,6,True,2,182.138286,True,none
231,scene_004,cup_only,proposed_efe,ambiguous,Pick up my cup.,6,True,2,130.711025,True,none
232,scene_004,cup_only,proposed_efe,ambiguous,Pick up my cup.,6,True,4,497.514775,True,none
233,scene_005,cup_only,proposed_efe,ambiguous,Pick up my cup.,6,True,3,163.578405,True,none
234,scene_005,cup_only,top_score,ambiguous,Pick up my cup.,6,False,0,2.778282,False,ambiguity_not_solved
235,scene_005,cup_only,top_score,ambiguous,Pick up my cup.,6,False,0,2.634958,False,ambiguity_not_solved
236,scene_005,cup_only,top_score,ambiguous,Pick up my cup.,6,False,0,3.010809,False,ambiguity_not_solved
237,scene_005,cup_only,top_score,partial,Pick up left most cup.,1,False,0,4.832101,True,none
238,scene_005,cup_only,top_score,partial,Pick up the bottom cup.,1,False,0,3.563522,True,none
239,scene_005,cup_only,top_score,partial,Pick up the yellow cup.,1,False,0,9.612828,True,none
240,scene_005,cup_only,top_score,partial,Pick up the left most cup.,1,False,0,2.719057,True,none
241,scene_005,cup_only,random_candidate,partial,Pick up the left most cup.,1,False,0,9.764897,True,none
242,scene_005,cup_only,random_candidate,clear,Pick up the second left cup.,1,False,0,3.358339,True,none
243,scene_005,cup_only,random_candidate,clear,Pick up the green cup.,2,False,0,22.924998,True,none
244,scene_005,cup_only,random_candidate,clear,Pick up center cup.,1,False,0,3.56418,True,none
245,scene_005,cup_only,random_candidate,partial,Pick up right cup.,6,False,0,8.257492,False,gd_missing_target_candidate
246,scene_005,cup_only,random_candidate,partial,Pick up green cup.,2,False,0,7.782282,True,none
247,scene_005,cup_only,random_candidate,ambiguous,Pick up my cup.,6,False,0,5.776909,False,ambiguity_not_solved
248,scene_005,cup_only,random_candidate,ambiguous,Pick up my cup.,6,False,0,5.05187,False,wrong
249,scene_005,cup_only,random_candidate,ambiguous,Pick up my cup.,6,False,0,3.374165,True,none
250,scene_005,cup_only,vlm_direct,ambiguous,Pick up my cup.,6,False,0,48.322722,False,ambiguity_not_solved
251,scene_005,cup_only,vlm_direct,ambiguous,Pick up my cup.,6,False,0,47.412278,False,ambiguity_not_solved
252,scene_005,cup_only,vlm_direct,partial,Pick up left cup.,1,False,0,2.722289,False,gd_missing_target_candidate
253,scene_005,cup_only,vlm_direct,partial,Pick up green cup.,2,False,0,50.770217,False,ambiguity_not_solved
254,scene_005,cup_only,vlm_direct,partial,Pick up metal cup.,1,False,0,3.445335,False,wrong_object_selected
255,scene_005,cup_only,vlm_direct,clear,Pick up brown cup.,1,False,0,2.850353,True,none
256,scene_005,cup_only,vlm_direct,clear,Pick up blue cup.,1,False,0,2.740354,True,none
257,scene_005,cup_only,vlm_direct,clear,Pick up bottom cup.,1,False,0,2.972425,True,none
258,scene_005,cup_only,first_question,clear,Pick up bottom cup.,1,False,0,1.990423,True,none
259,scene_005,cup_only,first_question,clear,Pick up left most cup.,1,False,0,28.999736,True,none
260,scene_005,cup_only,first_question,clear,Pick up the center cup.,1,False,0,3.424356,True,none
261,scene_005,cup_only,first_question,partial,Pick up the green cup.,2,True,1,134.90898,True,none
262,scene_005,cup_only,first_question,partial,Pick up the top cup.,6,True,1,49.264096,True,none
263,scene_005,cup_only,first_question,ambiguous,Pick up my cup.,6,True,4,186.894655,True,none
264,scene_005,cup_only,first_question,ambiguous,Pick up my cup.,6,True,4,225.452519,True,none
265,scene_005,cup_only,first_question,ambiguous,Pick up my cup.,6,True,3,235.026541,True,none
266,scene_005,cup_only,random_question,ambiguous,Pick up my cup.,6,True,5,347.499107,True,none
267,scene_005,cup_only,random_question,ambiguous,Pick up my cup.,6,True,2,89.444733,True,none
268,scene_005,cup_only,random_question,ambiguous,Pick up my cup.,6,True,2,100.182934,True,none
269,scene_005,cup_only,random_question,partial,Pick up the center cup.,1,False,0,3.873039,True,none
270,scene_005,cup_only,random_question,partial,Pick up the left cup.,1,False,0,4.030751,True,none
271,scene_005,cup_only,random_question,partial,Pick up the green cup.,2,True,1,113.559725,True,none
272,scene_005,cup_only,random_question,partial,Pick up the orange cup.,1,False,0,2.481622,True,none
273,scene_005,cup_only,random_question,partial,Pick up the brown cup.,1,False,0,3.693464,True,none
274,scene_005,cup_only,random_question,clear,Pick up the left most cup.,1,False,0,3.467459,True,none
275,scene_005,cup_only,vlm_best_question,clear,Pick up the left most cup.,1,False,0,2.646661,True,none
276,scene_005,cup_only,vlm_best_question,clear,Pick up the blue cup.,1,False,0,11.441522,True,none
277,scene_005,cup_only,vlm_best_question,clear,Pick up the white cup.,1,False,0,3.899451,True,none
278,scene_005,cup_only,vlm_best_question,partial,Pick up the center cup.,1,False,0,2.324467,True,none
279,scene_005,cup_only,vlm_best_question,partial,Pick up the green cup.,2,True,1,61.006278,True,none
280,scene_005,cup_only,vlm_best_question,ambiguous,Pick up my cup.,6,True,5,255.389538,True,none
281,scene_005,cup_only,vlm_best_question,ambiguous,Pick up my cup.,6,True,4,196.077066,True,none
282,scene_005,cup_only,vlm_best_question,ambiguous,Pick up my cup.,6,True,5,317.398501,True,none
283,scene_005,cup_only,proposed_efe,clear,Pick up the orange cup.,1,False,0,11.549727,True,none
284,scene_005,cup_only,proposed_efe,clear,Pick up the second left cup.,1,False,0,4.017326,True,none
